;SUI_A001;SUI_A002;SUI_A003;SUI_A006;SUI_A007;SUI_A008;SUI_A011;SUI_A012;SUI_A013;SUI_A016;SUI_A017;SUI_A018;SUI_A021;SUI_A022;SUI_A023;SUI_A026;SUI_A027;SUI_A028;SUI_A031;SUI_A032;SUI_A033;SUI_A036;SUI_A037;SUI_A038;SUI_A041;SUI_A042;SUI_A043;SUI_A046;SUI_A047;SUI_A048;SUI_A051;SUI_A052;SUI_A053;SUI_A056;SUI_A057;SUI_A058;SUI_A061;SUI_A062;SUI_A063;SUI_A066;SUI_A067;SUI_A068;SUI_A071;SUI_A072;SUI_A073;SUI_A076;SUI_A077;SUI_A078;SUI_A081;SUI_A082;SUI_A083;SUI_A086;SUI_A087;SUI_A088;SUI_A091;SUI_A092;SUI_A093;SUI_A096;SUI_A097;SUI_A098;SUI_A106;SUI_A107;SUI_A108;SUI_A111;SUI_A112;SUI_A113;SUI_A116;SUI_A117;SUI_A118;SUI_A121;SUI_A122;SUI_A123;SUI_A131;SUI_A132;SUI_A133;SUI_A146;SUI_A147;SUI_A148;SUI_EB1;SUI_EB2;SUI_NC
ASV_873;0;0;0;0;0;2;0;0;0;1;2;5;0;1;0;5;6;10;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;2;0;1;0;0;0;0;1;0;0;14;8;22;0;0;0;0;0;0;0;3;1;3;1;1;3;2;2;0;0;0;0;0;4;1;0;1;1;1;9;2;0;3;0;0;0
ASV_874;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;21;1;19;0;0;0;0;0;0;0;1;0;0;1;0;9;53;14;0;0;0
ASV_875;0;0;14;0;0;0;0;1;0;0;0;0;0;0;0;0;3;1;0;0;1;0;0;2;0;0;0;0;0;0;4;1;12;0;0;0;2;0;4;1;5;1;3;0;2;1;0;0;0;1;1;0;0;0;2;21;7;1;1;2;7;0;3;1;0;0;0;0;0;1;12;2;0;0;1;0;1;0;0;0;0
ASV_876;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;55;20;0;0;11;3;0;2;0;0;0;0;3;2;0;2;1;1;1;0;1;0;0;0;2;0;0;1;0;4;0;1;0;0;1;4;0;0;0
ASV_877;0;0;1;1;0;0;0;0;0;2;0;1;0;0;1;1;7;4;0;0;1;3;8;1;0;0;0;0;0;0;1;1;0;0;0;0;1;2;1;0;1;30;0;2;0;7;2;7;0;1;0;0;0;0;5;11;2;1;2;6;0;0;0;0;0;1;1;2;0;1;0;0;0;0;0;1;0;1;0;0;0
ASV_878;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;3;5;0;0;0;0;0;1;0;0;1;0;0;0;2;2;2;0;1;0;0;0;0;1;0;1;2;15;4;1;0;1;0;0;0;0;0;0;0;12;1;5;9;7;0;0;0;0;0;1;0;0;0;7;0;17;0;1;1;9;1;5;0;0;0
ASV_879;0;0;0;2;0;0;0;0;0;0;4;2;0;8;1;0;0;1;0;0;1;0;0;0;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;3;7;5;5;0;1;0;1;1;5;0;0;0;3;8;0;22;11;10;1;0;0;0;1;0;0;2;0;2;4;2;0;0;0;0;2;1;0;0;0
ASV_880;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;2;5;6;21;21;15;0;0;1;6;1;1;12;3;9;3;2;2;0;0;0
ASV_881;0;2;0;0;0;0;0;0;0;1;0;0;0;0;1;2;2;0;0;0;0;3;1;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;9;3;2;13;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;0;2;7;1;17;1;5;3;8;9;13;0;0;0
ASV_882;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2;3;0;0;0;1;0;0;1;0;1;0;0;1;4;1;0;0;7;7;9;1;0;0;0;0;1;8;7;2;1;0;0;0;4;5;3;1;0;0;1;0;10;17;7;3;0;2;1;2;3;0;0;0
ASV_883;2;4;19;1;2;0;0;1;1;2;1;2;24;18;8;0;0;0;1;1;0;0;0;0;0;1;1;0;5;9;2;0;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;2;0;0;0;0;1;0;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
ASV_884;1;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;1;0;0;3;11;0;0;0;0;0;0;6;14;11;0;0;0;0;1;0;1;2;0;0;0;0;21;17;0;1;4;1;0;0;1;2;0;1;6;1;0;0;0;0;1;4;0;0;0;1;2;0;0;0;0;0
ASV_885;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;0;2;0;0;0;0;2;3;3;10;2;2;0;0;1;31;18;34;0;0;0
ASV_886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2;5;3;0;1;0;7;7;33;0;0;0;1;2;2;0;2;4;0;0;0;0;1;0;0;10;0;1;13;3;0;0;1;0;0;0;1;0;0;2;2;2;0;0;0;1;5;7;0;0;0
ASV_887;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;3;3;0;0;0;0;2;5;0;1;1;1;0;0;0;0;0;0;0;0;4;13;2;1;1;0;3;3;1;2;8;1;0;0;0;1;1;2;0;5;1;4;3;1;0;4;2;0;0;1;0;0;0;2;0;3;2;1;1;6;8;12;0;0;0
ASV_888;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;5;6;3;1;0;1;0;0;1;1;0;3;1;1;0;7;20;30;0;0;2;2;0;1;0;9;12;0;1;0;0;1;0;0;0;0;0;0;0
ASV_889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0;1;2;8;9;0;2;0;1;0;0;5;6;3;2;2;0;4;4;3;2;1;6;2;3;3;3;5;10;2;1;0;4;4;7;0;0;0
ASV_890;4;13;4;1;0;1;0;1;0;2;1;4;5;0;3;1;0;0;0;4;0;0;0;0;1;2;1;9;19;10;0;6;9;0;0;0;0;0;0;0;2;0;2;1;0;0;0;0;0;1;0;0;0;0;0;1;3;1;1;1;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0
ASV_891;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;2;0;0;0;0;0;0;0;0;2;2;11;0;0;0;0;2;0;1;0;2;10;5;12;0;0;0;0;0;0;9;20;3;0;0;1;5;25;2;0;0;0
ASV_892;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;6;0;0;0;0;0;1;1;0;1;1;0;1;0;0;0;0;0;0;2;0;2;0;0;0;3;4;2;1;0;2;0;6;3;6;0;1;0;2;1;19;9;5;7;2;2;5;0;1;0;0;1;1;4;3;2;1;2;1;0;3;2;0;0;0
ASV_893;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;5;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;1;0;0;0;2;12;2;0;0;1;0;0;0;0;0;0;17;19;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV_894;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;4;3;0;0;0;0;0;0;1;0;0;3;2;2;5;4;5;2;0;1;0;1;1;0;2;2;3;0;0;0;1;1;0;0;0;0;0;0;6;1;6;3;2;0;10;7;12;0;0;0;0;0;0;2;8;0;1;4;4;1;3;1;0;0;0
ASV_895;0;0;1;0;2;0;0;0;1;0;1;0;0;1;1;0;2;0;1;0;2;0;0;1;0;0;0;0;1;3;0;0;0;1;0;5;1;1;0;0;1;2;6;3;7;2;0;1;9;2;1;0;0;0;5;7;4;4;1;8;0;3;4;4;2;0;0;0;0;0;5;1;2;0;0;2;6;1;0;0;0
ASV_896;0;0;1;0;0;0;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;2;0;0;0;0;1;1;1;0;1;0;0;0;0;2;5;1;7;6;3;0;2;0;25;22;26;0;0;0
ASV_897;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;2;28;6;0;0;2;1;3;0;0;0;1;3;1;0;4;0;8;2;0;0;0;3;1;0;1;2;5;1;1;5;10;7;0;0;0;0;0;1;4;1;1;1;2;1;0;2;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
ASV_898;1;2;0;0;1;1;0;0;0;52;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;2;1;3;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;3;0;0;0;4;15;6;0;0;0;0;0;0;0;0;0;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV_899;0;2;1;1;0;2;6;1;0;6;0;12;0;0;1;0;0;0;0;1;0;0;0;5;12;3;4;3;0;0;1;1;0;0;0;1;4;2;4;0;0;0;3;3;1;0;0;2;0;1;0;0;4;1;0;1;1;1;1;0;1;0;0;1;1;9;1;4;2;0;0;0;4;2;0;0;1;0;0;0;0
ASV_900;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;2;2;0;1;0;0;0;0;0;1;1;0;1;1;2;1;1;0;21;13;5;6;0;1;0;3;0;1;0;1;0;1;5;2;5;8;4;0;1;1;0;0;1;2;6;0;1;3;0;0;0;0;0;0;4;0;0;0
ASV_901;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;1;0;0;0;1;0;1;0;0;0;0;12;10;6;4;0;0;2;0;2;0;1;1;0;0;0;0;3;24;0;3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;4;8;3;4;4;5;5;2;0;0;0
ASV_902;0;0;0;0;1;0;0;0;0;1;0;1;2;0;0;0;6;4;0;0;1;1;0;1;0;1;1;3;1;1;2;0;1;0;0;2;1;1;0;2;1;17;5;2;0;1;2;0;1;0;1;0;0;0;3;8;6;2;7;5;1;2;1;2;3;8;0;0;0;0;3;1;0;1;0;0;0;0;0;0;0
ASV_903;0;0;5;2;0;0;1;0;0;0;0;0;6;0;0;0;8;3;0;1;3;2;7;2;0;1;0;3;5;2;1;2;0;4;3;0;0;1;0;0;0;1;4;1;2;3;0;6;2;5;0;0;0;1;1;6;1;6;2;6;1;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
ASV_904;0;0;1;0;1;0;0;0;0;0;0;0;2;1;0;0;2;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;4;0;6;1;0;0;0;0;0;0;1;0;2;1;1;18;8;5;0;0;1;3;1;0;6;9;2;11;7;6;2;1;8;0;0;0
ASV_905;2;1;9;0;1;1;0;0;1;1;1;1;10;24;8;8;7;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;7;0;0;0;0;0;0;4;0;1;1;3;2;2;0;2;0;1;1;0;0;0;4;1;0;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
ASV_906;0;2;4;3;0;1;0;0;2;0;0;0;0;0;0;0;14;1;0;0;0;5;3;1;0;1;1;4;3;2;0;0;2;0;0;0;8;3;1;0;1;2;0;0;1;10;9;11;0;0;2;0;0;0;0;1;0;1;0;0;0;10;3;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0
ASV_907;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;3;19;1;0;0;0;0;0;0;0;0;0;0;7;2;9;3;4;0;0;0;0;0;0;0;0;0;6;38;13;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
ASV_908;0;1;0;0;0;0;0;0;2;0;0;0;0;1;0;2;2;0;0;0;0;9;3;9;0;0;0;0;0;0;1;0;0;0;0;0;6;13;10;1;1;1;0;0;1;0;0;0;0;0;0;0;0;17;0;1;0;0;0;0;2;4;1;0;0;0;1;0;0;0;3;0;1;1;1;8;8;5;0;0;0
ASV_909;0;1;1;0;0;0;11;1;5;0;0;0;4;0;0;0;5;1;0;0;1;0;2;0;0;0;0;6;0;0;0;0;2;0;0;1;0;1;1;1;0;0;3;1;11;11;6;12;0;0;0;0;0;0;2;5;2;1;4;1;0;0;1;0;1;1;2;1;1;0;4;0;0;0;0;1;0;1;0;0;0
ASV_910;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;56;54;1;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV_911;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;1;0;0;0;0;0;1;1;0;0;1;1;0;1;2;0;0;0;0;4;0;1;0;1;0;0;1;0;1;3;1;1;3;0;0;1;0;1;0;0;5;10;5;12;12;13;0;2;1;6;4;13;0;0;0
ASV_912;0;0;0;0;0;0;0;0;0;1;3;0;0;0;1;0;3;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;4;6;6;3;0;2;0;3;0;0;0;0;2;0;2;2;2;4;5;4;0;2;3;3;8;9;1;0;1;5;3;1;3;3;4;2;2;6;0;0;0
ASV_913;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;2;0;0;1;0;1;1;1;0;1;3;0;1;3;2;12;12;1;1;0;1;1;6;9;14;0;0;3;3;0;0;4;9;4;1;0;2;6;1;4;0;0;0;0;0;1;0;0;0
ASV_914;1;0;0;0;0;0;1;0;0;0;0;2;11;0;0;7;34;4;0;2;1;0;0;0;0;0;0;0;0;3;21;1;2;0;1;0;0;0;0;1;1;7;1;0;0;2;1;2;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0
ASV_915;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;1;2;0;0;1;1;1;6;0;0;0;1;0;0;0;0;0;0;21;22;31;2;2;5;0;0;0
ASV_916;0;0;0;0;0;0;2;0;1;0;0;0;0;0;1;1;1;1;0;0;0;28;14;36;0;0;1;2;0;0;0;0;0;1;1;0;4;6;3;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;3;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
ASV_917;1;5;0;1;1;1;0;0;0;38;1;0;5;0;0;1;4;0;1;0;0;2;3;1;0;2;0;0;0;0;0;0;0;0;0;8;2;5;7;2;0;0;4;1;2;2;0;0;0;2;3;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;1;2;0;0;0
ASV_918;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;1;0;1;2;0;9;0;0;0;3;2;0;6;2;8;4;1;1;0;0;0;0;12;2;14;7;8;0;0;0;0;0;0;2;1;1;3;9;4;0;1;0;0;1;0;0;0;0
ASV_919;1;3;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;11;8;10;0;3;1;0;0;0;2;0;0;0;0;3;4;20;10;0;0;0;0;0;0;1;0;0;5;4;6;0;0;0;0;0;1;1;3;3;2;2;1;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
ASV_920;26;42;23;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;3;0;4;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV_921;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;5;4;0;0;0;4;3;0;0;0;2;0;0;1;0;4;1;0;4;2;1;4;4;2;0;3;25;3;2;2;1;4;3;1;2;0;0;0;0;3;4;4;2;0;1;0;1;2;0;1;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0
ASV_922;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;2;1;0;0;0;0;0;0;0;1;2;1;0;6;7;7;6;4;6;0;0;1;2;7;1;14;13;14;1;0;0;0;0;0;0;1;0;2;0;1;0;0;0;0;0;1;0;0;0
ASV_923;7;13;1;0;0;0;0;1;1;0;7;1;6;1;1;2;0;3;1;2;1;4;6;2;0;0;1;14;1;10;1;2;6;0;0;1;1;2;2;0;0;0;3;0;4;1;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV_924;0;2;1;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;7;1;0;0;0;0;1;0;1;3;1;4;0;3;3;7;1;1;3;0;0;0;3;0;1;0;3;8;7;3;1;0;4;19;1;1;0;1;5;6;1;0;0;0;1;4;0;0;0
ASV_925;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;5;1;5;0;0;0;1;0;0;0;0;0;0;0;2;0;1;0;2;0;0;1;0;0;0;0;0;4;0;2;0;0;0;0;0;0;0;0;1;2;0;5;10;25;36;0;0;0;0;2;0;2;0;1;2;1;0;0;0;0
ASV_926;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;1;33;2;1;0;6;0;2;1;2;4;0;0;0;3;0;3;0;1;0;0;0;0;0;1;3;0;0;0;1;2;0;11;24;0;0;0;0;0;1;0;0;0;0;3;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0
ASV_927;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3;2;2;3;1;0;0;0;3;0;0;0;0;1;1;2;5;0;1;3;16;1;2;0;0;0;0;5;0;0;0;2;0;1;5;12;2;1;2;0;0;0;0;7;3;6;8;3;3;0;1;1;0;0;0;2;1;0;0;0
ASV_928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;0;14;15;9;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;8;28;7;2;3;3;0;8;4;0;0;0
ASV_929;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;8;3;0;0;3;0;17;0;4;0;0;0;0;0;0;2;0;0;0;9;1;0;0;0;0;0;0;2;0;2;0;0;0;0;1;4;5;8;8;1;7;6;1;15;1;0;0;0
ASV_930;1;1;0;0;0;2;0;1;0;0;0;1;9;0;0;0;11;2;0;0;0;1;0;0;0;0;0;0;0;0;4;0;4;0;0;0;1;1;1;0;0;5;3;1;1;7;9;10;0;0;0;0;0;0;3;3;1;0;3;1;1;3;1;0;0;1;0;2;0;4;2;3;1;4;0;1;1;2;0;0;0
ASV_931;1;0;1;0;1;0;0;2;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;1;0;1;0;3;7;0;0;0;0;0;0;1;0;2;0;0;19;7;1;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;8;9;8;1;0;0;0;0;1;4;8;0;3;8;3;2;3;0;0;0;0
ASV_932;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;7;1;1;0;0;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;3;2;6;2;3;1;3;0;1;0;0;1;1;2;0;4;14;13;1;1;1;3;0;1;3;2;2;3;5;7;1;1;0;0;3;0;1;0;3;0;0;1;0;0;0
ASV_933;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;66;1;0;37;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
ASV_934;0;0;0;0;0;0;0;0;0;0;0;3;22;0;1;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;2;11;15;1;0;1;17;0;1;0;0;1;5;1;0;0;0;0;0;0;0;0;0;1;3;7;4;0;0;0;0;0;1;2;3;2;0;1;0;0;0;2;0;0;0
ASV_935;0;0;0;2;1;0;0;0;0;1;0;0;0;1;1;0;2;0;0;0;0;0;0;2;0;0;1;0;5;3;0;0;1;2;0;0;1;0;2;1;2;1;5;2;2;1;0;2;14;3;1;0;1;0;4;8;4;3;5;4;0;1;4;9;2;0;0;0;0;1;1;0;0;0;0;0;4;2;0;0;0
ASV_936;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;20;15;15;0;1;6;0;0;0;0;0;0;2;4;10;0;5;0;0;0;0;0;0;0;0;0;5;0;2;12;0;3;8;0;0;0
ASV_937;1;0;1;0;0;2;31;3;2;0;0;0;0;1;1;0;3;0;0;0;3;4;12;0;0;0;0;1;1;0;3;1;1;1;0;0;0;1;0;1;2;0;1;1;5;1;2;2;0;2;0;1;0;0;0;4;0;1;1;3;0;0;0;1;0;1;1;3;3;1;0;1;0;0;1;0;0;0;0;0;0
ASV_938;2;3;0;0;1;1;0;1;0;0;0;8;0;4;2;2;8;5;1;2;2;0;0;0;2;0;0;3;0;4;0;0;3;2;1;2;0;0;0;0;5;2;4;2;3;1;0;3;4;2;0;0;1;3;0;5;3;7;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
ASV_939;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;3;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;5;3;0;0;5;8;11;1;1;0;0;0;0;5;6;2;0;0;2;2;5;2;0;0;0;1;0;1;3;2;4;19;4;3;3;1;1;0;0;0
ASV_940;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;2;1;3;8;0;1;1;1;0;3;0;0;0;1;2;1;4;2;4;7;2;10;0;0;0;0;1;1;8;8;4;0;2;0;11;12;8;0;0;0
ASV_941;0;2;0;0;0;0;0;0;0;0;3;0;1;2;0;6;13;2;0;0;0;2;4;0;0;2;0;0;0;0;2;1;4;0;0;2;1;1;1;0;0;11;1;0;0;8;4;6;1;1;0;0;1;0;3;8;0;2;1;4;0;3;1;0;0;1;0;0;0;0;2;2;0;1;1;0;0;0;0;0;0
ASV_942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;3;2;0;0;0;0;0;0;1;0;1;1;0;0;0;5;1;0;0;1;1;0;0;0;0;1;0;1;0;3;0;0;0;8;11;4;1;0;0;0;1;1;12;6;5;0;0;0;5;22;3;0;0;0;0;5;3;0;0;0
ASV_943;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;1;4;0;0;0;0;0;0;1;2;1;1;1;0;0;1;1;4;0;0;10;0;1;0;7;3;10;0;1;0;1;0;0;12;15;3;0;1;4;4;4;3;0;0;0;0;0;0;3;1;1;0;1;0;1;2;1;0;0;0
ASV_944;0;0;9;0;0;1;0;2;0;0;0;0;0;0;1;1;0;0;1;0;4;3;2;3;0;0;0;1;0;1;0;0;0;0;1;3;1;1;0;8;1;1;2;0;0;0;0;0;15;6;2;1;1;0;4;12;0;0;0;1;1;2;2;4;3;2;0;0;0;1;2;0;0;0;2;2;0;1;0;0;0
ASV_945;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;1;3;1;1;2;0;3;0;0;0;0;0;0;0;0;2;0;1;3;2;2;0;5;7;10;2;2;1;13;8;6;5;5;5;1;3;9;0;0;0
ASV_946;8;8;5;0;0;0;1;0;0;2;5;1;3;3;6;1;1;2;0;0;0;4;7;3;2;0;3;9;3;7;1;1;3;0;1;0;3;0;1;0;0;0;1;2;1;0;1;1;0;0;0;0;1;1;0;0;1;2;3;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
ASV_947;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5;0;0;1;0;1;0;5;0;0;0;1;0;7;0;2;0;0;2;5;2;2;3;0;0;1;3;2;1;3;5;3;0;11;1;5;4;9;0;1;1;0;1;3;4;5;2;3;0;1;0;0;0;0;0;2;0;0;0
ASV_948;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4;0;0;1;0;1;0;0;0;0;0;1;0;1;1;10;12;16;1;0;0;0;0;0;2;1;0;0;1;4;1;4;1;0;1;0;1;0;0;3;5;4;3;4;0;8;8;7;0;0;0
ASV_949;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;5;6;0;0;0;0;0;1;6;9;3;0;0;0;0;0;1;0;0;2;1;0;4;1;0;0;2;4;0;0;0;0;0;1;0;23;16;13;0;0;0;0;1;0;0;2;0;0;2;0;0;0;0
ASV_950;0;1;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;14;8;5;0;0;0;0;0;0;1;0;0;33;20;12;0;1;1;0;0;0
ASV_951;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;12;0;0;0;1;0;0;0;1;1;0;24;26;18;0;6;4;0;0;0
